GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
6.77,5.48,09474000,2018-07-17 00:00,0.00,3.78
6.75,4.39,09474000,2018-07-17 00:15,0.00,3.77
6.73,3.40,09474000,2018-07-17 00:30,0.00,3.76
6.72,2.94,09474000,2018-07-17 00:45,0.00,3.75
6.71,2.51,09474000,2018-07-17 01:00,0.00,3.74
6.70,2.11,09474000,2018-07-17 01:15,0.00,3.72
6.69,1.73,09474000,2018-07-17 01:30,0.00,3.72
6.69,1.73,09474000,2018-07-17 01:45,0.00,3.71
6.68,1.39,09474000,2018-07-17 02:00,0.00,3.70
6.67,1.08,09474000,2018-07-17 02:15,0.00,3.69
6.67,1.08,09474000,2018-07-17 02:30,0.00,3.69
6.66,0.80,09474000,2018-07-17 02:45,0.00,3.69
6.66,0.80,09474000,2018-07-17 03:00,0.00,3.68
6.66,0.80,09474000,2018-07-17 03:15,0.00,3.68
6.66,0.80,09474000,2018-07-17 03:30,0.00,3.67
6.66,0.80,09474000,2018-07-17 03:45,0.00,3.67
6.66,0.80,09474000,2018-07-17 04:00,0.00,3.67
6.67,1.08,09474000,2018-07-17 04:15,0.00,3.66
6.67,1.08,09474000,2018-07-17 04:30,0.00,3.67
6.68,1.39,09474000,2018-07-17 04:45,0.00,3.67
6.68,1.39,09474000,2018-07-17 05:00,0.00,3.68
6.69,1.73,09474000,2018-07-17 05:15,0.00,3.67
6.69,1.73,09474000,2018-07-17 05:30,0.00,3.68
6.69,1.73,09474000,2018-07-17 05:45,0.00,3.67
6.69,1.73,09474000,2018-07-17 06:00,0.00,3.67
6.69,1.73,09474000,2018-07-17 06:15,0.00,3.67
6.69,1.73,09474000,2018-07-17 06:30,0.00,3.68
6.69,1.73,09474000,2018-07-17 06:45,0.00,3.67
6.69,1.73,09474000,2018-07-17 07:00,0.00,3.68
6.69,1.73,09474000,2018-07-17 07:15,0.00,3.67
6.69,1.73,09474000,2018-07-17 07:30,0.00,3.67
6.68,1.39,09474000,2018-07-17 07:45,0.00,3.68
6.68,1.39,09474000,2018-07-17 08:00,0.00,3.67
6.68,1.39,09474000,2018-07-17 08:15,0.00,3.67
6.68,1.39,09474000,2018-07-17 08:30,0.00,3.66
6.67,1.08,09474000,2018-07-17 08:45,0.00,3.67
6.67,1.08,09474000,2018-07-17 09:00,0.00,3.66
6.67,1.08,09474000,2018-07-17 09:15,0.00,3.65
6.66,0.80,09474000,2018-07-17 09:30,0.00,3.66
6.66,0.80,09474000,2018-07-17 09:45,0.00,3.66
6.66,0.80,09474000,2018-07-17 10:00,0.00,3.66
6.66,0.80,09474000,2018-07-17 10:15,0.00,3.65
6.65,0.55,09474000,2018-07-17 10:30,0.00,3.65
6.65,0.55,09474000,2018-07-17 10:45,0.00,3.64
6.65,0.55,09474000,2018-07-17 11:00,0.00,3.65
6.65,0.55,09474000,2018-07-17 11:15,0.00,3.64
6.65,0.55,09474000,2018-07-17 11:30,0.00,3.64
6.64,0.34,09474000,2018-07-17 11:45,0.00,3.64
6.64,0.34,09474000,2018-07-17 12:00,0.00,3.63
6.64,0.34,09474000,2018-07-17 12:15,0.00,3.63
6.64,0.34,09474000,2018-07-17 12:30,0.00,3.62
6.64,0.34,09474000,2018-07-17 12:45,0.00,3.63
6.63,0.17,09474000,2018-07-17 13:00,0.00,3.61
6.63,0.17,09474000,2018-07-17 13:15,0.00,3.62
6.63,0.17,09474000,2018-07-17 13:30,0.00,3.62
6.63,0.17,09474000,2018-07-17 13:45,0.00,3.61
6.63,0.17,09474000,2018-07-17 14:00,0.00,3.61
6.63,0.17,09474000,2018-07-17 14:15,0.00,3.62
6.63,0.17,09474000,2018-07-17 14:30,0.00,3.61
6.63,0.17,09474000,2018-07-17 14:45,0.00,3.60
6.63,0.17,09474000,2018-07-17 15:00,0.00,3.60
6.63,0.17,09474000,2018-07-17 15:15,0.00,3.60
6.62,0.06,09474000,2018-07-17 15:30,0.00,3.60
6.62,0.06,09474000,2018-07-17 15:45,0.00,3.60
6.62,0.06,09474000,2018-07-17 16:00,0.00,3.60
6.62,0.06,09474000,2018-07-17 16:15,0.00,3.60
6.62,0.06,09474000,2018-07-17 16:30,0.00,3.59
6.62,0.06,09474000,2018-07-17 16:45,0.00,3.60
6.61,0.00,09474000,2018-07-17 17:00,0.00,3.59
6.61,0.00,09474000,2018-07-17 17:15,0.00,3.59
6.61,0.00,09474000,2018-07-17 17:30,0.00,3.58
6.61,0.00,09474000,2018-07-17 17:45,0.00,3.59
6.61,0.00,09474000,2018-07-17 18:00,0.00,3.59
6.60,0.00,09474000,2018-07-17 18:15,0.00,3.59
6.60,0.00,09474000,2018-07-17 18:30,0.00,3.58
6.60,0.00,09474000,2018-07-17 18:45,0.00,3.59
6.60,0.00,09474000,2018-07-17 19:00,0.00,3.58
6.60,0.00,09474000,2018-07-17 19:15,0.00,3.58
6.60,0.00,09474000,2018-07-17 19:30,0.00,3.59
6.60,0.00,09474000,2018-07-17 19:45,0.00,3.58
6.60,0.00,09474000,2018-07-17 20:00,0.00,3.58
6.60,0.00,09474000,2018-07-17 20:15,0.00,3.58
6.60,0.00,09474000,2018-07-17 20:30,0.00,3.58
6.60,0.00,09474000,2018-07-17 20:45,0.00,3.58
6.59,0.00,09474000,2018-07-17 21:00,0.00,3.58
6.60,0.00,09474000,2018-07-17 21:15,0.00,3.57
6.60,0.00,09474000,2018-07-17 21:30,0.00,3.57
6.60,0.00,09474000,2018-07-17 21:45,0.00,3.58
6.60,0.00,09474000,2018-07-17 22:00,0.00,3.57
6.60,0.00,09474000,2018-07-17 22:15,0.00,3.58
6.59,0.00,09474000,2018-07-17 22:30,0.00,3.58
6.58,0.00,09474000,2018-07-17 22:45,0.00,3.58
6.60,0.00,09474000,2018-07-17 23:00,0.00,3.57
6.60,0.00,09474000,2018-07-17 23:15,0.00,3.58
6.59,0.00,09474000,2018-07-17 23:30,0.00,3.57
6.59,0.00,09474000,2018-07-17 23:45,0.00,3.58
