BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.02,09400815,2018-07-21 00:00,0.00,0.44
12.6,,09400815,2018-07-21 00:07,,
,0.02,09400815,2018-07-21 00:15,0.00,0.44
,0.02,09400815,2018-07-21 00:30,0.00,0.44
,0.02,09400815,2018-07-21 00:45,0.00,0.44
,0.02,09400815,2018-07-21 01:00,0.00,0.44
12.6,,09400815,2018-07-21 01:07,,
,0.02,09400815,2018-07-21 01:15,0.00,0.44
,0.02,09400815,2018-07-21 01:30,0.00,0.44
,0.02,09400815,2018-07-21 01:45,0.00,0.44
,0.02,09400815,2018-07-21 02:00,0.00,0.44
12.5,,09400815,2018-07-21 02:07,,
,0.02,09400815,2018-07-21 02:15,0.00,0.44
,0.02,09400815,2018-07-21 02:30,0.00,0.44
,0.02,09400815,2018-07-21 02:45,0.00,0.44
,0.02,09400815,2018-07-21 03:00,0.00,0.44
12.5,,09400815,2018-07-21 03:07,,
,0.02,09400815,2018-07-21 03:15,0.00,0.44
,0.02,09400815,2018-07-21 03:30,0.00,0.44
,0.02,09400815,2018-07-21 03:45,0.00,0.44
,0.02,09400815,2018-07-21 04:00,0.00,0.44
12.5,,09400815,2018-07-21 04:07,,
,0.02,09400815,2018-07-21 04:15,0.00,0.44
,0.02,09400815,2018-07-21 04:30,0.00,0.44
,0.02,09400815,2018-07-21 04:45,0.00,0.44
,0.02,09400815,2018-07-21 05:00,0.00,0.44
12.5,,09400815,2018-07-21 05:07,,
,0.02,09400815,2018-07-21 05:15,0.00,0.44
,0.00,09400815,2018-07-21 05:30,0.00,0.43
,0.00,09400815,2018-07-21 05:45,0.00,0.43
,0.00,09400815,2018-07-21 06:00,0.00,0.43
12.5,,09400815,2018-07-21 06:07,,
,0.00,09400815,2018-07-21 06:15,0.00,0.43
,0.00,09400815,2018-07-21 06:30,0.00,0.43
,0.00,09400815,2018-07-21 06:45,0.00,0.43
,0.00,09400815,2018-07-21 07:00,0.00,0.43
12.5,,09400815,2018-07-21 07:07,,
,0.00,09400815,2018-07-21 07:15,0.00,0.43
,0.00,09400815,2018-07-21 07:30,0.00,0.43
,0.00,09400815,2018-07-21 07:45,0.00,0.43
,0.00,09400815,2018-07-21 08:00,0.00,0.43
12.5,,09400815,2018-07-21 08:07,,
