BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-07-14 00:00,0.00,-0.01
12.6,,09400815,2018-07-14 00:07,,
,0.00,09400815,2018-07-14 00:15,0.03,0.00
,0.00,09400815,2018-07-14 00:30,0.00,0.01
,0.00,09400815,2018-07-14 00:45,0.00,0.02
,0.00,09400815,2018-07-14 01:00,0.00,0.02
12.6,,09400815,2018-07-14 01:07,,
,0.00,09400815,2018-07-14 01:15,0.00,0.02
,0.00,09400815,2018-07-14 01:30,0.00,0.02
,0.00,09400815,2018-07-14 01:45,0.00,0.02
,0.00,09400815,2018-07-14 02:00,0.00,0.02
12.6,,09400815,2018-07-14 02:07,,
,0.00,09400815,2018-07-14 02:15,0.00,0.03
,0.00,09400815,2018-07-14 02:30,0.00,0.03
,0.00,09400815,2018-07-14 02:45,0.00,0.03
,0.00,09400815,2018-07-14 03:00,0.00,0.03
12.6,,09400815,2018-07-14 03:07,,
,0.00,09400815,2018-07-14 03:15,0.00,0.03
,0.00,09400815,2018-07-14 03:30,0.00,0.03
,0.00,09400815,2018-07-14 03:45,0.00,0.03
,0.00,09400815,2018-07-14 04:00,0.00,0.03
12.6,,09400815,2018-07-14 04:07,,
,0.00,09400815,2018-07-14 04:15,0.00,0.03
,0.00,09400815,2018-07-14 04:30,0.00,0.03
,0.00,09400815,2018-07-14 04:45,0.00,0.03
,0.00,09400815,2018-07-14 05:00,0.00,0.03
12.6,,09400815,2018-07-14 05:07,,
,0.00,09400815,2018-07-14 05:15,0.00,0.03
,0.00,09400815,2018-07-14 05:30,0.00,0.04
,0.00,09400815,2018-07-14 05:45,0.00,0.04
,0.00,09400815,2018-07-14 06:00,0.00,0.03
12.5,,09400815,2018-07-14 06:07,,
,0.00,09400815,2018-07-14 06:15,0.00,0.04
,0.00,09400815,2018-07-14 06:30,0.00,0.04
,0.00,09400815,2018-07-14 06:45,0.00,0.04
,0.00,09400815,2018-07-14 07:00,0.00,0.04
12.5,,09400815,2018-07-14 07:07,,
,0.00,09400815,2018-07-14 07:15,0.00,0.04
,0.00,09400815,2018-07-14 07:30,0.00,0.04
,0.00,09400815,2018-07-14 07:45,0.00,0.04
,0.00,09400815,2018-07-14 08:00,0.00,0.04
12.6,,09400815,2018-07-14 08:07,,
,0.00,09400815,2018-07-14 08:15,0.00,0.04
,0.00,09400815,2018-07-14 08:30,0.00,0.04
,0.00,09400815,2018-07-14 08:45,0.01,0.04
,0.00,09400815,2018-07-14 09:00,0.00,0.04
12.6,,09400815,2018-07-14 09:07,,
,0.00,09400815,2018-07-14 09:15,0.00,0.04
,0.00,09400815,2018-07-14 09:30,0.00,0.04
,0.00,09400815,2018-07-14 09:45,0.17,0.13
,0.00,09400815,2018-07-14 10:00,0.08,0.27
12.7,,09400815,2018-07-14 10:07,,
,0.00,09400815,2018-07-14 10:15,0.00,0.29
,0.00,09400815,2018-07-14 10:30,0.00,0.30
,0.00,09400815,2018-07-14 10:45,0.00,0.31
,0.00,09400815,2018-07-14 11:00,0.00,0.32
13.1,,09400815,2018-07-14 11:07,,
,0.00,09400815,2018-07-14 11:15,0.00,0.32
,0.00,09400815,2018-07-14 11:30,0.00,0.32
,0.00,09400815,2018-07-14 11:45,0.00,0.33
,0.00,09400815,2018-07-14 12:00,0.00,0.33
13.6,,09400815,2018-07-14 12:07,,
,0.00,09400815,2018-07-14 12:15,0.00,0.33
,0.00,09400815,2018-07-14 12:30,0.00,0.33
,0.00,09400815,2018-07-14 12:45,0.00,0.33
,0.00,09400815,2018-07-14 13:00,0.00,0.33
