Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.4,15900,09380000,2018-06-30 00:00,685,0.00,9.92
10.4,15600,09380000,2018-06-30 00:15,685,0.00,9.85
10.3,15300,09380000,2018-06-30 00:30,686,0.00,9.80
10.3,14900,09380000,2018-06-30 00:45,686,0.00,9.72
10.2,14500,09380000,2018-06-30 01:00,686,0.00,9.65
10.2,14100,09380000,2018-06-30 01:15,687,0.00,9.57
10.2,13800,09380000,2018-06-30 01:30,687,0.00,9.50
10.1,13400,09380000,2018-06-30 01:45,687,0.00,9.42
10.1,13000,09380000,2018-06-30 02:00,688,0.00,9.34
10.1,12700,09380000,2018-06-30 02:15,688,0.00,9.27
10.0,12400,09380000,2018-06-30 02:30,688,0.00,9.20
10.0,12200,09380000,2018-06-30 02:45,689,0.00,9.15
10.0,11900,09380000,2018-06-30 03:00,692,0.00,9.09
10.0,11700,09380000,2018-06-30 03:15,690,0.00,9.04
9.9,11500,09380000,2018-06-30 03:30,689,0.00,8.99
9.9,11200,09380000,2018-06-30 03:45,689,0.00,8.94
9.9,11100,09380000,2018-06-30 04:00,690,0.00,8.91
9.9,11000,09380000,2018-06-30 04:15,691,0.00,8.88
9.9,10900,09380000,2018-06-30 04:30,692,0.00,8.85
9.8,10700,09380000,2018-06-30 04:45,692,0.00,8.82
9.8,10600,09380000,2018-06-30 05:00,691,0.00,8.80
9.8,10500,09380000,2018-06-30 05:15,691,0.00,8.77
9.8,10500,09380000,2018-06-30 05:30,691,0.00,8.76
9.8,10400,09380000,2018-06-30 05:45,691,0.00,8.74
9.8,10400,09380000,2018-06-30 06:00,691,0.00,8.73
9.8,10300,09380000,2018-06-30 06:15,691,0.00,8.72
9.8,10200,09380000,2018-06-30 06:30,690,0.00,8.70
9.8,10200,09380000,2018-06-30 06:45,688,0.00,8.69
9.8,10200,09380000,2018-06-30 07:00,689,0.00,8.69
9.9,10100,09380000,2018-06-30 07:15,685,0.00,8.67
9.9,10200,09380000,2018-06-30 07:30,680,0.00,8.68
10.0,10100,09380000,2018-06-30 07:45,681,0.00,8.67
10.0,10100,09380000,2018-06-30 08:00,678,0.00,8.67
10.0,10100,09380000,2018-06-30 08:15,680,0.00,8.66
10.1,10100,09380000,2018-06-30 08:30,678,0.00,8.67
10.2,10100,09380000,2018-06-30 08:45,676,0.00,8.66
10.2,10100,09380000,2018-06-30 09:00,674,0.00,8.66
10.2,10000,09380000,2018-06-30 09:15,678,0.00,8.65
10.3,10000,09380000,2018-06-30 09:30,675,0.00,8.65
10.4,10000,09380000,2018-06-30 09:45,676,0.00,8.65
10.4,10000,09380000,2018-06-30 10:00,673,0.00,8.65
10.5,10000,09380000,2018-06-30 10:15,672,0.00,8.65
10.5,10000,09380000,2018-06-30 10:30,672,0.00,8.65
10.6,10000,09380000,2018-06-30 10:45,670,0.00,8.65
10.6,10000,09380000,2018-06-30 11:00,669,0.00,8.65
10.7,10000,09380000,2018-06-30 11:15,668,0.00,8.65
10.8,10000,09380000,2018-06-30 11:30,667,0.00,8.65
10.8,10000,09380000,2018-06-30 11:45,666,0.00,8.65
10.9,10000,09380000,2018-06-30 12:00,665,0.00,8.65
11.0,10000,09380000,2018-06-30 12:15,664,0.00,8.65
11.0,10000,09380000,2018-06-30 12:30,664,0.00,8.65
11.1,10000,09380000,2018-06-30 12:45,663,0.00,8.65
11.1,10000,09380000,2018-06-30 13:00,665,0.00,8.65
11.2,10000,09380000,2018-06-30 13:15,663,0.00,8.65
11.3,10000,09380000,2018-06-30 13:30,668,0.00,8.65
11.3,10000,09380000,2018-06-30 13:45,669,0.00,8.65
11.4,10000,09380000,2018-06-30 14:00,664,0.00,8.64
11.4,,09380000,2018-06-30 14:15,668,0.00,
11.5,,09380000,2018-06-30 14:30,664,0.00,
11.6,10100,09380000,2018-06-30 14:45,667,0.00,
11.6,,09380000,2018-06-30 15:00,670,0.00,
11.7,10000,09380000,2018-06-30 15:15,671,1.11,8.64
11.7,10000,09380000,2018-06-30 15:30,670,0.00,8.64
11.7,10000,09380000,2018-06-30 15:45,670,0.00,8.64
11.8,10000,09380000,2018-06-30 16:00,668,0.00,8.64
11.8,10000,09380000,2018-06-30 16:15,668,0.00,8.64
11.8,10000,09380000,2018-06-30 16:30,666,0.00,8.64
11.8,10000,09380000,2018-06-30 16:45,666,0.00,8.64
11.9,10000,09380000,2018-06-30 17:00,671,0.00,8.64
11.9,10000,09380000,2018-06-30 17:15,667,0.00,8.65
11.9,10000,09380000,2018-06-30 17:30,672,0.00,8.64
11.9,10000,09380000,2018-06-30 17:45,673,0.00,8.65
11.9,10000,09380000,2018-06-30 18:00,673,0.00,8.65
11.9,10000,09380000,2018-06-30 18:15,674,0.00,8.64
11.9,10000,09380000,2018-06-30 18:30,670,0.00,8.65
11.9,10000,09380000,2018-06-30 18:45,676,0.00,8.64
11.8,10000,09380000,2018-06-30 19:00,671,0.00,8.64
11.8,10000,09380000,2018-06-30 19:15,672,0.00,8.64
11.8,10000,09380000,2018-06-30 19:30,672,0.00,8.64
11.8,10000,09380000,2018-06-30 19:45,671,0.00,8.65
11.8,10000,09380000,2018-06-30 20:00,664,0.00,8.65
11.7,10000,09380000,2018-06-30 20:15,667,0.00,8.64
11.7,10000,09380000,2018-06-30 20:30,674,0.00,8.64
11.7,10000,09380000,2018-06-30 20:45,667,0.00,8.65
11.7,10000,09380000,2018-06-30 21:00,669,0.00,8.65
11.7,10000,09380000,2018-06-30 21:15,666,0.00,8.65
11.7,10000,09380000,2018-06-30 21:30,666,0.00,8.65
11.7,10000,09380000,2018-06-30 21:45,664,0.00,8.65
11.7,10000,09380000,2018-06-30 22:00,663,0.00,8.65
11.7,10000,09380000,2018-06-30 22:15,663,0.00,8.65
11.6,10000,09380000,2018-06-30 22:30,664,0.00,8.65
11.6,10000,09380000,2018-06-30 22:45,664,0.00,8.65
11.6,10000,09380000,2018-06-30 23:00,662,0.00,8.65
11.6,10000,09380000,2018-06-30 23:15,661,0.00,8.65
11.6,10000,09380000,2018-06-30 23:30,662,0.00,8.65
