Temp,Flow,site_no,datetime,Precipitation,GageHeight
83.3,0.00,09424900,2018-07-12 00:00,0.00,-0.13
82.6,0.00,09424900,2018-07-12 00:15,0.00,-0.13
82.2,0.00,09424900,2018-07-12 00:30,0.00,-0.13
82.4,0.00,09424900,2018-07-12 00:45,0.00,-0.13
83.1,0.00,09424900,2018-07-12 01:00,0.00,-0.13
83.3,0.00,09424900,2018-07-12 01:15,0.00,-0.13
83.2,0.00,09424900,2018-07-12 01:30,0.00,-0.13
82.9,0.00,09424900,2018-07-12 01:45,0.00,-0.13
82.4,0.00,09424900,2018-07-12 02:00,0.00,-0.13
82.1,0.00,09424900,2018-07-12 02:15,0.00,-0.13
81.9,0.00,09424900,2018-07-12 02:30,0.00,-0.13
81.9,0.00,09424900,2018-07-12 02:45,0.00,-0.13
81.9,0.00,09424900,2018-07-12 03:00,0.00,-0.13
81.8,0.00,09424900,2018-07-12 03:15,0.00,-0.13
81.9,0.00,09424900,2018-07-12 03:30,0.00,-0.13
81.9,0.00,09424900,2018-07-12 03:45,0.00,-0.13
81.6,0.00,09424900,2018-07-12 04:00,0.00,-0.13
81.4,0.00,09424900,2018-07-12 04:15,0.00,-0.13
81.6,0.00,09424900,2018-07-12 04:30,0.00,-0.13
81.7,0.00,09424900,2018-07-12 04:45,0.00,-0.13
81.7,0.00,09424900,2018-07-12 05:00,0.00,-0.13
81.6,0.00,09424900,2018-07-12 05:15,0.00,-0.13
81.9,0.00,09424900,2018-07-12 05:30,0.00,-0.13
81.9,0.00,09424900,2018-07-12 05:45,0.00,-0.13
81.9,0.00,09424900,2018-07-12 06:00,0.00,-0.13
81.9,0.00,09424900,2018-07-12 06:15,0.00,-0.13
82.1,0.00,09424900,2018-07-12 06:30,0.00,-0.13
82.4,0.00,09424900,2018-07-12 06:45,0.00,-0.13
82.9,0.00,09424900,2018-07-12 07:00,0.00,-0.13
83.4,0.00,09424900,2018-07-12 07:15,0.00,-0.13
84.1,0.00,09424900,2018-07-12 07:30,0.00,-0.13
84.6,0.00,09424900,2018-07-12 07:45,0.00,-0.13
84.7,0.00,09424900,2018-07-12 08:00,0.00,-0.13
84.7,0.00,09424900,2018-07-12 08:15,0.00,-0.13
85.3,0.00,09424900,2018-07-12 08:30,0.00,-0.13
86.4,0.00,09424900,2018-07-12 08:45,0.00,-0.13
89.2,0.00,09424900,2018-07-12 09:00,0.00,-0.13
90.4,0.00,09424900,2018-07-12 09:15,0.00,-0.13
90.0,0.00,09424900,2018-07-12 09:30,0.00,-0.12
92.2,0.00,09424900,2018-07-12 09:45,0.00,-0.12
92.9,0.00,09424900,2018-07-12 10:00,0.00,-0.12
95.5,0.00,09424900,2018-07-12 10:15,0.00,-0.12
93.6,0.00,09424900,2018-07-12 10:30,0.00,-0.12
93.7,0.00,09424900,2018-07-12 10:45,0.00,-0.12
97.1,0.00,09424900,2018-07-12 11:00,0.00,-0.12
92.4,0.00,09424900,2018-07-12 11:15,0.00,-0.12
95.7,0.00,09424900,2018-07-12 11:30,0.00,-0.12
93.7,0.00,09424900,2018-07-12 11:45,0.00,-0.12
91.0,0.00,09424900,2018-07-12 12:00,0.00,-0.12
79.1,0.00,09424900,2018-07-12 12:15,0.02,-0.13
79.8,0.00,09424900,2018-07-12 12:30,0.04,-0.13
80.3,0.00,09424900,2018-07-12 12:45,0.00,-0.13
81.3,0.00,09424900,2018-07-12 13:00,0.00,-0.13
82.6,0.00,09424900,2018-07-12 13:15,0.00,-0.13
85.5,0.00,09424900,2018-07-12 13:30,0.00,-0.13
84.4,0.00,09424900,2018-07-12 13:45,0.00,-0.13
