Temp,Flow,site_no,datetime,Precipitation,GageHeight
88.2,0.00,09424900,2018-07-15 00:00,0.00,-0.13
88.1,0.00,09424900,2018-07-15 00:15,0.00,-0.13
87.9,0.00,09424900,2018-07-15 00:30,0.00,-0.13
88.0,0.00,09424900,2018-07-15 00:45,0.00,-0.13
88.0,0.00,09424900,2018-07-15 01:00,0.00,-0.13
87.8,0.00,09424900,2018-07-15 01:15,0.00,-0.13
87.9,0.00,09424900,2018-07-15 01:30,0.00,-0.13
88.1,0.00,09424900,2018-07-15 01:45,0.00,-0.13
86.0,0.00,09424900,2018-07-15 02:00,0.00,-0.13
85.0,0.00,09424900,2018-07-15 02:15,0.00,-0.13
83.9,0.00,09424900,2018-07-15 02:30,0.00,-0.13
83.5,0.00,09424900,2018-07-15 02:45,0.00,-0.13
83.2,0.00,09424900,2018-07-15 03:00,0.00,-0.13
83.2,0.00,09424900,2018-07-15 03:15,0.00,-0.13
83.2,0.00,09424900,2018-07-15 03:30,0.00,-0.13
83.2,0.00,09424900,2018-07-15 03:45,0.00,-0.13
83.3,0.00,09424900,2018-07-15 04:00,0.00,-0.13
82.1,0.00,09424900,2018-07-15 04:15,0.00,-0.13
82.2,0.00,09424900,2018-07-15 04:30,0.00,-0.13
81.7,0.00,09424900,2018-07-15 04:45,0.00,-0.13
81.2,0.00,09424900,2018-07-15 05:00,0.00,-0.13
80.4,0.00,09424900,2018-07-15 05:15,0.00,-0.13
80.6,0.00,09424900,2018-07-15 05:30,0.00,-0.13
81.7,0.00,09424900,2018-07-15 05:45,0.00,-0.13
82.4,0.00,09424900,2018-07-15 06:00,0.00,-0.13
84.4,0.00,09424900,2018-07-15 06:15,0.00,-0.13
86.1,0.00,09424900,2018-07-15 06:30,0.00,-0.13
89.3,0.00,09424900,2018-07-15 06:45,0.00,-0.13
90.7,0.00,09424900,2018-07-15 07:00,0.00,-0.13
88.2,0.00,09424900,2018-07-15 07:15,0.00,-0.13
87.7,0.00,09424900,2018-07-15 07:30,0.00,-0.13
90.1,0.00,09424900,2018-07-15 07:45,0.00,-0.13
90.0,0.00,09424900,2018-07-15 08:00,0.00,-0.13
90.0,0.00,09424900,2018-07-15 08:15,0.00,-0.13
89.6,0.00,09424900,2018-07-15 08:30,0.00,-0.13
89.9,0.00,09424900,2018-07-15 08:45,0.00,-0.13
90.4,0.00,09424900,2018-07-15 09:00,0.00,-0.13
91.3,0.00,09424900,2018-07-15 09:15,0.00,-0.13
93.4,0.00,09424900,2018-07-15 09:30,0.00,-0.13
95.4,0.00,09424900,2018-07-15 09:45,0.00,-0.12
96.4,0.00,09424900,2018-07-15 10:00,0.00,-0.12
98.7,0.00,09424900,2018-07-15 10:15,0.00,-0.12
96.7,0.00,09424900,2018-07-15 10:30,0.00,-0.12
101.1,0.00,09424900,2018-07-15 10:45,0.00,-0.12
102.8,0.00,09424900,2018-07-15 11:00,0.00,-0.12
101.9,0.00,09424900,2018-07-15 11:15,0.00,-0.12
100.0,0.00,09424900,2018-07-15 11:30,0.00,-0.12
103.0,0.00,09424900,2018-07-15 11:45,0.00,-0.12
101.3,0.00,09424900,2018-07-15 12:00,0.00,-0.12
100.0,0.00,09424900,2018-07-15 12:15,0.00,-0.12
100.6,0.00,09424900,2018-07-15 12:30,0.00,-0.12
101.6,0.00,09424900,2018-07-15 12:45,0.00,-0.12
104.5,0.00,09424900,2018-07-15 13:00,0.00,-0.12
104.3,0.00,09424900,2018-07-15 13:15,0.00,-0.12
103.5,0.00,09424900,2018-07-15 13:30,0.00,-0.12
104.2,0.00,09424900,2018-07-15 13:45,0.00,-0.12
104.2,0.00,09424900,2018-07-15 14:00,0.00,-0.12
102.4,0.00,09424900,2018-07-15 14:15,0.00,-0.12
101.7,0.00,09424900,2018-07-15 14:30,0.00,-0.12
102.9,0.00,09424900,2018-07-15 14:45,0.00,-0.12
104.6,0.00,09424900,2018-07-15 15:00,0.00,-0.12
104.5,0.00,09424900,2018-07-15 15:15,0.00,-0.12
103.5,0.00,09424900,2018-07-15 15:30,0.00,-0.12
102.8,0.00,09424900,2018-07-15 15:45,0.00,-0.12
103.5,0.00,09424900,2018-07-15 16:00,0.00,-0.12
105.3,0.00,09424900,2018-07-15 16:15,0.00,-0.12
103.2,0.00,09424900,2018-07-15 16:30,0.00,-0.12
103.1,0.00,09424900,2018-07-15 16:45,0.00,-0.12
89.1,0.00,09424900,2018-07-15 17:00,0.00,-0.13
87.3,0.00,09424900,2018-07-15 17:15,0.00,-0.13
85.0,0.00,09424900,2018-07-15 17:30,0.00,-0.13
84.4,0.00,09424900,2018-07-15 17:45,0.00,-0.13
84.0,0.00,09424900,2018-07-15 18:00,0.00,-0.13
84.0,0.00,09424900,2018-07-15 18:15,0.00,-0.13
85.5,0.00,09424900,2018-07-15 18:30,0.00,-0.13
86.2,0.00,09424900,2018-07-15 18:45,0.00,-0.13
86.6,0.00,09424900,2018-07-15 19:00,0.00,-0.13
86.6,0.00,09424900,2018-07-15 19:15,0.00,-0.13
87.0,0.00,09424900,2018-07-15 19:30,0.00,-0.13
87.0,0.00,09424900,2018-07-15 19:45,0.00,-0.13
85.8,0.00,09424900,2018-07-15 20:00,0.00,-0.13
85.4,0.00,09424900,2018-07-15 20:15,0.00,-0.13
85.0,0.00,09424900,2018-07-15 20:30,0.00,-0.13
84.8,0.00,09424900,2018-07-15 20:45,0.00,-0.13
85.0,0.00,09424900,2018-07-15 21:00,0.00,-0.13
84.8,0.00,09424900,2018-07-15 21:15,0.00,-0.13
84.7,0.00,09424900,2018-07-15 21:30,0.00,-0.13
84.8,0.00,09424900,2018-07-15 21:45,0.00,-0.13
84.9,0.00,09424900,2018-07-15 22:00,0.00,-0.13
84.7,0.00,09424900,2018-07-15 22:15,0.00,-0.13
84.8,0.00,09424900,2018-07-15 22:30,0.00,-0.13
85.0,0.00,09424900,2018-07-15 22:45,0.00,-0.13
85.0,0.00,09424900,2018-07-15 23:00,0.00,-0.13
85.5,0.00,09424900,2018-07-15 23:15,0.00,-0.13
85.9,0.00,09424900,2018-07-15 23:30,0.00,-0.13
85.9,0.00,09424900,2018-07-15 23:45,0.00,-0.13
