BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.07,09400815,2018-07-18 00:00,0.01,0.46
12.6,,09400815,2018-07-18 00:07,,
,0.07,09400815,2018-07-18 00:15,0.00,0.46
,0.05,09400815,2018-07-18 00:30,0.00,0.45
,0.05,09400815,2018-07-18 00:45,0.00,0.45
,0.05,09400815,2018-07-18 01:00,0.00,0.45
12.6,,09400815,2018-07-18 01:07,,
,0.05,09400815,2018-07-18 01:15,0.00,0.45
,0.05,09400815,2018-07-18 01:30,0.00,0.45
,0.05,09400815,2018-07-18 01:45,0.00,0.45
,0.02,09400815,2018-07-18 02:00,0.00,0.44
12.6,,09400815,2018-07-18 02:07,,
,0.02,09400815,2018-07-18 02:15,0.00,0.44
,0.02,09400815,2018-07-18 02:30,0.00,0.44
,0.05,09400815,2018-07-18 02:45,0.02,0.45
,0.05,09400815,2018-07-18 03:00,0.01,0.45
12.6,,09400815,2018-07-18 03:07,,
,0.05,09400815,2018-07-18 03:15,0.00,0.45
,0.05,09400815,2018-07-18 03:30,0.01,0.45
,0.05,09400815,2018-07-18 03:45,0.01,0.45
,0.07,09400815,2018-07-18 04:00,0.03,0.46
12.6,,09400815,2018-07-18 04:07,,
,0.07,09400815,2018-07-18 04:15,0.00,0.46
,0.07,09400815,2018-07-18 04:30,0.00,0.46
,0.07,09400815,2018-07-18 04:45,0.00,0.46
,0.05,09400815,2018-07-18 05:00,0.00,0.45
12.6,,09400815,2018-07-18 05:07,,
,0.05,09400815,2018-07-18 05:15,0.00,0.45
,0.05,09400815,2018-07-18 05:30,0.00,0.45
,0.05,09400815,2018-07-18 05:45,0.00,0.45
,0.05,09400815,2018-07-18 06:00,0.00,0.45
12.6,,09400815,2018-07-18 06:07,,
,0.05,09400815,2018-07-18 06:15,0.00,0.45
,0.05,09400815,2018-07-18 06:30,0.00,0.45
,0.05,09400815,2018-07-18 06:45,0.00,0.45
,0.05,09400815,2018-07-18 07:00,0.00,0.45
12.6,,09400815,2018-07-18 07:07,,
,0.05,09400815,2018-07-18 07:15,0.00,0.45
,0.05,09400815,2018-07-18 07:30,0.00,0.45
,0.02,09400815,2018-07-18 07:45,0.00,0.44
,0.02,09400815,2018-07-18 08:00,0.00,0.44
12.9,,09400815,2018-07-18 08:07,,
,0.02,09400815,2018-07-18 08:15,0.00,0.44
,0.02,09400815,2018-07-18 08:30,0.00,0.44
,0.05,09400815,2018-07-18 08:45,0.00,0.45
,0.02,09400815,2018-07-18 09:00,0.00,0.44
13.1,,09400815,2018-07-18 09:07,,
,0.02,09400815,2018-07-18 09:15,0.00,0.44
,0.02,09400815,2018-07-18 09:30,0.00,0.44
,0.02,09400815,2018-07-18 09:45,0.00,0.44
,0.02,09400815,2018-07-18 10:00,0.00,0.44
13.4,,09400815,2018-07-18 10:07,,
,0.02,09400815,2018-07-18 10:15,0.00,0.44
,0.02,09400815,2018-07-18 10:30,0.00,0.44
,0.02,09400815,2018-07-18 10:45,0.00,0.44
,0.02,09400815,2018-07-18 11:00,0.00,0.44
13.0,,09400815,2018-07-18 11:07,,
,0.02,09400815,2018-07-18 11:15,0.00,0.44
,0.02,09400815,2018-07-18 11:30,0.00,0.44
,0.02,09400815,2018-07-18 11:45,0.00,0.44
,0.02,09400815,2018-07-18 12:00,0.00,0.44
13.1,,09400815,2018-07-18 12:07,,
,0.02,09400815,2018-07-18 12:15,0.00,0.44
,0.02,09400815,2018-07-18 12:30,0.00,0.44
,0.02,09400815,2018-07-18 12:45,0.00,0.44
,0.02,09400815,2018-07-18 13:00,0.00,0.44
13.2,,09400815,2018-07-18 13:07,,
,0.02,09400815,2018-07-18 13:15,0.00,0.44
,0.02,09400815,2018-07-18 13:30,0.00,0.44
,0.07,09400815,2018-07-18 13:45,0.07,0.46
,0.07,09400815,2018-07-18 14:00,0.00,0.46
12.9,,09400815,2018-07-18 14:07,,
,0.07,09400815,2018-07-18 14:15,0.00,0.46
,0.07,09400815,2018-07-18 14:30,0.00,0.46
,0.07,09400815,2018-07-18 14:45,0.00,0.46
,0.07,09400815,2018-07-18 15:00,0.00,0.46
12.9,,09400815,2018-07-18 15:07,,
