BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-07-20 00:00,0.00,0.42
12.6,,09400815,2018-07-20 00:07,,
,0.00,09400815,2018-07-20 00:15,0.00,0.42
,0.00,09400815,2018-07-20 00:30,0.00,0.42
,0.00,09400815,2018-07-20 00:45,0.00,0.42
,0.00,09400815,2018-07-20 01:00,0.00,0.42
12.5,,09400815,2018-07-20 01:07,,
,0.00,09400815,2018-07-20 01:15,0.00,0.42
,0.00,09400815,2018-07-20 01:30,0.00,0.42
,0.00,09400815,2018-07-20 01:45,0.00,0.42
,0.00,09400815,2018-07-20 02:00,0.00,0.42
12.5,,09400815,2018-07-20 02:07,,
,0.00,09400815,2018-07-20 02:15,0.00,0.42
,0.00,09400815,2018-07-20 02:30,0.00,0.42
,0.00,09400815,2018-07-20 02:45,0.00,0.42
,0.00,09400815,2018-07-20 03:00,0.00,0.42
12.5,,09400815,2018-07-20 03:07,,
,0.00,09400815,2018-07-20 03:15,0.00,0.42
,0.00,09400815,2018-07-20 03:30,0.00,0.42
,0.00,09400815,2018-07-20 03:45,0.00,0.42
,0.00,09400815,2018-07-20 04:00,0.00,0.42
12.5,,09400815,2018-07-20 04:07,,
,0.00,09400815,2018-07-20 04:15,0.00,0.42
,0.00,09400815,2018-07-20 04:30,0.00,0.42
,0.00,09400815,2018-07-20 04:45,0.00,0.42
,0.00,09400815,2018-07-20 05:00,0.00,0.42
12.5,,09400815,2018-07-20 05:07,,
,0.00,09400815,2018-07-20 05:15,0.00,0.42
,0.00,09400815,2018-07-20 05:30,0.00,0.42
,0.00,09400815,2018-07-20 05:45,0.00,0.42
,0.00,09400815,2018-07-20 06:00,0.00,0.42
12.5,,09400815,2018-07-20 06:07,,
,0.00,09400815,2018-07-20 06:15,0.00,0.42
,0.00,09400815,2018-07-20 06:30,0.00,0.42
,0.00,09400815,2018-07-20 06:45,0.00,0.42
,0.00,09400815,2018-07-20 07:00,0.00,0.42
12.5,,09400815,2018-07-20 07:07,,
,0.00,09400815,2018-07-20 07:15,0.00,0.42
,0.00,09400815,2018-07-20 07:30,0.00,0.42
,0.00,09400815,2018-07-20 07:45,0.00,0.42
,0.00,09400815,2018-07-20 08:00,0.00,0.42
12.6,,09400815,2018-07-20 08:07,,
,0.00,09400815,2018-07-20 08:15,0.00,0.42
,0.00,09400815,2018-07-20 08:30,0.00,0.42
,0.00,09400815,2018-07-20 08:45,0.00,0.42
,0.00,09400815,2018-07-20 09:00,0.00,0.42
12.7,,09400815,2018-07-20 09:07,,
,0.00,09400815,2018-07-20 09:15,0.00,0.42
,0.00,09400815,2018-07-20 09:30,0.00,0.42
,0.00,09400815,2018-07-20 09:45,0.00,0.42
,0.00,09400815,2018-07-20 10:00,0.00,0.42
13.0,,09400815,2018-07-20 10:07,,
,0.00,09400815,2018-07-20 10:15,0.00,0.42
,0.00,09400815,2018-07-20 10:30,0.00,0.42
,0.00,09400815,2018-07-20 10:45,0.00,0.42
,0.00,09400815,2018-07-20 11:00,0.00,0.42
12.9,,09400815,2018-07-20 11:07,,
,0.00,09400815,2018-07-20 11:15,0.00,0.42
,0.00,09400815,2018-07-20 11:30,0.00,0.42
,0.00,09400815,2018-07-20 11:45,0.00,0.42
,0.00,09400815,2018-07-20 12:00,0.00,0.42
12.9,,09400815,2018-07-20 12:07,,
,0.00,09400815,2018-07-20 12:15,0.00,0.42
,0.00,09400815,2018-07-20 12:30,0.00,0.42
,0.00,09400815,2018-07-20 12:45,0.00,0.42
,0.00,09400815,2018-07-20 13:00,0.00,0.42
13.0,,09400815,2018-07-20 13:07,,
,0.00,09400815,2018-07-20 13:15,0.00,0.42
,0.00,09400815,2018-07-20 13:30,0.00,0.42
,0.00,09400815,2018-07-20 13:45,0.00,0.41
,0.00,09400815,2018-07-20 14:00,0.00,0.42
13.8,,09400815,2018-07-20 14:07,,
,0.00,09400815,2018-07-20 14:15,0.00,0.41
,0.00,09400815,2018-07-20 14:30,0.00,0.41
,0.00,09400815,2018-07-20 14:45,0.00,0.42
,0.00,09400815,2018-07-20 15:00,0.00,0.41
13.5,,09400815,2018-07-20 15:07,,
,0.00,09400815,2018-07-20 15:15,0.00,0.41
,0.00,09400815,2018-07-20 15:30,0.00,0.41
,0.00,09400815,2018-07-20 15:45,0.00,0.41
,0.00,09400815,2018-07-20 16:00,0.00,0.41
13.5,,09400815,2018-07-20 16:07,,
,0.00,09400815,2018-07-20 16:15,0.00,0.41
,0.00,09400815,2018-07-20 16:30,0.00,0.41
,0.00,09400815,2018-07-20 16:45,0.00,0.41
,0.00,09400815,2018-07-20 17:00,0.00,0.41
13.4,,09400815,2018-07-20 17:07,,
,0.00,09400815,2018-07-20 17:15,0.00,0.41
,0.00,09400815,2018-07-20 17:30,0.00,0.41
,0.00,09400815,2018-07-20 17:45,0.00,0.41
,0.00,09400815,2018-07-20 18:00,0.00,0.41
12.9,,09400815,2018-07-20 18:07,,
,0.05,09400815,2018-07-20 18:15,0.16,0.45
,0.27,09400815,2018-07-20 18:30,0.22,0.54
,0.19,09400815,2018-07-20 18:45,0.00,0.51
