Temp,Flow,site_no,datetime,Precipitation,GageHeight
94.5,0.00,09424900,2018-07-17 00:00,0.00,-0.13
94.0,0.00,09424900,2018-07-17 00:15,0.00,-0.13
93.5,0.00,09424900,2018-07-17 00:30,0.00,-0.13
93.3,0.00,09424900,2018-07-17 00:45,0.00,-0.13
93.4,0.00,09424900,2018-07-17 01:00,0.00,-0.13
92.8,0.00,09424900,2018-07-17 01:15,0.00,-0.13
92.6,0.00,09424900,2018-07-17 01:30,0.00,-0.13
92.8,0.00,09424900,2018-07-17 01:45,0.00,-0.13
92.2,0.00,09424900,2018-07-17 02:00,0.00,-0.13
91.4,0.00,09424900,2018-07-17 02:15,0.00,-0.13
91.2,0.00,09424900,2018-07-17 02:30,0.00,-0.13
90.8,0.00,09424900,2018-07-17 02:45,0.00,-0.13
90.7,0.00,09424900,2018-07-17 03:00,0.00,-0.13
90.7,0.00,09424900,2018-07-17 03:15,0.00,-0.13
90.4,0.00,09424900,2018-07-17 03:30,0.00,-0.13
90.3,0.00,09424900,2018-07-17 03:45,0.00,-0.13
90.1,0.00,09424900,2018-07-17 04:00,0.00,-0.13
89.9,0.00,09424900,2018-07-17 04:15,0.00,-0.13
89.9,0.00,09424900,2018-07-17 04:30,0.00,-0.13
90.2,0.00,09424900,2018-07-17 04:45,0.00,-0.13
90.0,0.00,09424900,2018-07-17 05:00,0.00,-0.13
89.8,0.00,09424900,2018-07-17 05:15,0.00,-0.13
89.4,0.00,09424900,2018-07-17 05:30,0.00,-0.13
89.3,0.00,09424900,2018-07-17 05:45,0.00,-0.13
89.0,0.00,09424900,2018-07-17 06:00,0.00,-0.13
89.7,0.00,09424900,2018-07-17 06:15,0.00,-0.13
90.0,0.00,09424900,2018-07-17 06:30,0.00,-0.13
90.6,0.00,09424900,2018-07-17 06:45,0.00,-0.13
91.2,0.00,09424900,2018-07-17 07:00,0.00,-0.13
91.2,0.00,09424900,2018-07-17 07:15,0.00,-0.13
92.4,0.00,09424900,2018-07-17 07:30,0.00,-0.13
93.0,0.00,09424900,2018-07-17 07:45,0.00,-0.13
93.7,0.00,09424900,2018-07-17 08:00,0.00,-0.13
94.2,0.00,09424900,2018-07-17 08:15,0.00,-0.12
94.6,0.00,09424900,2018-07-17 08:30,0.00,-0.12
95.1,0.00,09424900,2018-07-17 08:45,0.00,-0.12
96.6,0.00,09424900,2018-07-17 09:00,0.00,-0.12
94.7,0.00,09424900,2018-07-17 09:15,0.00,-0.12
95.5,0.00,09424900,2018-07-17 09:30,0.00,-0.12
98.9,0.00,09424900,2018-07-17 09:45,0.00,-0.12
99.5,0.00,09424900,2018-07-17 10:00,0.00,-0.12
99.7,0.00,09424900,2018-07-17 10:15,0.00,-0.12
98.7,0.00,09424900,2018-07-17 10:30,0.00,-0.12
97.8,0.00,09424900,2018-07-17 10:45,0.00,-0.12
