WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.81,72.2,103,09423560,2018-07-10 00:00,7.83
1.85,72.2,107,09423560,2018-07-10 00:15,7.88
1.90,72.2,111,09423560,2018-07-10 00:30,7.92
1.91,72.1,113,09423560,2018-07-10 00:45,7.97
2.03,72.0,122,09423560,2018-07-10 01:00,8.01
1.97,72.0,119,09423560,2018-07-10 01:15,8.03
2.00,71.9,122,09423560,2018-07-10 01:30,8.05
1.93,71.7,118,09423560,2018-07-10 01:45,8.06
2.00,71.6,123,09423560,2018-07-10 02:00,8.08
1.96,71.5,122,09423560,2018-07-10 02:15,8.10
2.00,71.3,125,09423560,2018-07-10 02:30,8.11
2.04,71.2,127,09423560,2018-07-10 02:45,8.12
1.93,71.0,120,09423560,2018-07-10 03:00,8.10
1.91,70.9,118,09423560,2018-07-10 03:15,8.10
1.94,70.8,121,09423560,2018-07-10 03:30,8.10
1.91,70.7,118,09423560,2018-07-10 03:45,8.09
1.91,70.6,117,09423560,2018-07-10 04:00,8.06
1.85,70.5,113,09423560,2018-07-10 04:15,8.04
1.82,70.4,110,09423560,2018-07-10 04:30,8.02
1.84,70.4,111,09423560,2018-07-10 04:45,8.00
1.80,70.3,107,09423560,2018-07-10 05:00,7.97
1.80,70.3,105,09423560,2018-07-10 05:15,7.92
1.78,70.3,103,09423560,2018-07-10 05:30,7.89
1.64,70.3,94.4,09423560,2018-07-10 05:45,7.86
1.73,70.3,97.9,09423560,2018-07-10 06:00,7.81
1.75,70.4,97.4,09423560,2018-07-10 06:15,7.76
1.60,70.4,88.0,09423560,2018-07-10 06:30,7.72
1.58,70.4,84.6,09423560,2018-07-10 06:45,7.66
1.55,70.4,81.3,09423560,2018-07-10 07:00,7.60
1.54,70.5,79.1,09423560,2018-07-10 07:15,7.54
1.53,70.6,77.2,09423560,2018-07-10 07:30,7.49
1.45,70.7,71.6,09423560,2018-07-10 07:45,7.43
1.42,70.7,68.3,09423560,2018-07-10 08:00,7.36
1.36,70.8,63.7,09423560,2018-07-10 08:15,7.29
1.30,70.9,59.3,09423560,2018-07-10 08:30,7.22
1.29,71.0,57.1,09423560,2018-07-10 08:45,7.15
1.23,71.1,52.7,09423560,2018-07-10 09:00,7.07
1.19,71.2,49.3,09423560,2018-07-10 09:15,6.99
1.12,71.4,45.1,09423560,2018-07-10 09:30,6.91
1.11,71.5,43.3,09423560,2018-07-10 09:45,6.83
1.07,71.6,40.4,09423560,2018-07-10 10:00,6.75
1.02,71.8,37.2,09423560,2018-07-10 10:15,6.66
0.97,71.9,34.2,09423560,2018-07-10 10:30,6.58
0.97,72.1,32.8,09423560,2018-07-10 10:45,6.49
0.90,72.3,29.1,09423560,2018-07-10 11:00,6.41
0.78,72.5,24.2,09423560,2018-07-10 11:15,6.32
0.76,72.7,22.6,09423560,2018-07-10 11:30,6.24
0.75,73.0,21.4,09423560,2018-07-10 11:45,6.16
0.62,73.2,17.0,09423560,2018-07-10 12:00,6.08
0.56,73.5,14.7,09423560,2018-07-10 12:15,6.01
0.49,73.8,12.5,09423560,2018-07-10 12:30,5.94
0.32,74.2,7.69,09423560,2018-07-10 12:45,5.87
0.33,74.9,7.86,09423560,2018-07-10 13:00,5.80
0.17,75.8,3.87,09423560,2018-07-10 13:15,5.77
0.12,76.3,2.79,09423560,2018-07-10 13:30,5.81
0.16,76.8,3.74,09423560,2018-07-10 13:45,5.82
0.15,77.2,3.64,09423560,2018-07-10 14:00,5.89
,77.8,3.59,09423560,2018-07-10 14:15,5.91
,78.3,3.41,09423560,2018-07-10 14:30,5.87
,78.8,3.26,09423560,2018-07-10 14:45,5.84
,79.2,3.15,09423560,2018-07-10 15:00,5.83
0.13,79.6,3.01,09423560,2018-07-10 15:15,5.80
,79.7,4.60,09423560,2018-07-10 15:30,5.85
,80.1,6.10,09423560,2018-07-10 15:45,5.85
0.32,80.3,7.65,09423560,2018-07-10 16:00,5.86
0.07,80.3,1.67,09423560,2018-07-10 16:15,5.86
0.11,80.6,2.57,09423560,2018-07-10 16:30,5.82
,80.6,2.17,09423560,2018-07-10 16:45,5.78
0.08,80.8,1.86,09423560,2018-07-10 17:00,5.81
,81.1,2.33,09423560,2018-07-10 17:15,5.81
0.12,81.0,2.98,09423560,2018-07-10 17:30,5.93
,81.1,3.21,09423560,2018-07-10 17:45,5.97
,81.1,3.57,09423560,2018-07-10 18:00,6.07
0.14,81.0,3.42,09423560,2018-07-10 18:15,5.90
0.17,80.8,4.22,09423560,2018-07-10 18:30,5.93
0.10,80.7,2.44,09423560,2018-07-10 18:45,5.90
0.09,80.6,2.14,09423560,2018-07-10 19:00,5.85
0.10,80.5,2.40,09423560,2018-07-10 19:15,5.87
0.07,80.4,1.62,09423560,2018-07-10 19:30,5.80
0.09,80.3,2.08,09423560,2018-07-10 19:45,5.80
0.08,80.2,1.83,09423560,2018-07-10 20:00,5.78
0.08,80.0,1.82,09423560,2018-07-10 20:15,5.77
,80.0,4.27,09423560,2018-07-10 20:30,5.81
,79.9,6.74,09423560,2018-07-10 20:45,5.83
0.38,77.7,9.63,09423560,2018-07-10 21:00,5.92
0.56,74.2,14.8,09423560,2018-07-10 21:15,6.02
0.78,73.9,22.0,09423560,2018-07-10 21:30,6.14
1.00,73.8,30.4,09423560,2018-07-10 21:45,6.27
1.20,73.7,38.6,09423560,2018-07-10 22:00,6.39
1.36,73.7,46.4,09423560,2018-07-10 22:15,6.52
1.48,73.6,53.2,09423560,2018-07-10 22:30,6.64
1.56,73.6,59.1,09423560,2018-07-10 22:45,6.77
1.65,73.5,66.2,09423560,2018-07-10 23:00,6.90
1.73,73.4,72.6,09423560,2018-07-10 23:15,7.02
1.77,73.2,78.2,09423560,2018-07-10 23:30,7.14
1.82,73.0,83.8,09423560,2018-07-10 23:45,7.25
